sensortype,sensorlabel,xpostruck,inflinedata
displacements,U10,16.875,-0.0665341390231705
displacements,U10,24.525,0.0461551141856976
displacements,U10,32.175,0.00877818136356059
displacements,U10,39.825,-0.00112802633772297
displacements,U10,47.475,0.00101998833138859
displacements,U10,55.125,0.00336329554925823
displacements,U10,62.775,0.000800893482247034
displacements,U10,70.425,0.00221250830564785
displacements,U10,78.075,-0.0013203833972329
displacements,U10,85.725,-0.000837916319386534
displacements,U10,93.375,-0.000955407567927993
displacements,U10,99.75,-0.000513172195365915
displacements,U11,10.5,-0.511302285380896
displacements,U11,16.875,-0.153988416402734
displacements,U11,24.525,0.0792148058009667
displacements,U11,32.175,0.0114314385730955
displacements,U11,39.825,-0.00535970995165865
displacements,U11,47.475,0.000256696116019357
displacements,U11,55.125,0.00122836139356559
displacements,U11,62.775,-0.000172193698949835
displacements,U11,70.425,0.00270813455149502
displacements,U11,78.075,0.00163854975829304
displacements,U11,85.725,0.00100173695615936
displacements,U11,93.375,0.0045077646274379
displacements,U11,99.75,0.00259573928988165
displacements,U12,10.5,-0.047747404567428
displacements,U12,16.875,-0.135360416736122
displacements,U12,24.525,-0.0171007001166861
displacements,U12,32.175,0.00632331555259211
displacements,U12,39.825,0.00589518586431073
displacements,U12,47.475,0.0052520886814469
displacements,U12,55.125,0.00895865810968497
displacements,U12,62.775,0.00318932155359227
displacements,U12,70.425,0.00340726411960133
displacements,U12,78.075,0.0080027204534089
displacements,U12,85.725,0.00289050841806968
displacements,U12,93.375,0.00635652608768127
displacements,U12,99.75,0.00284379063177196
displacements,U13,10.5,0.0768277996332723
displacements,U13,16.875,-0.131763922320387
displacements,U13,24.525,-0.705422532088687
displacements,U13,32.175,-0.0989235489248212
displacements,U13,39.825,0.0696932905484248
displacements,U13,47.475,0.0068819136522754
displacements,U13,55.125,-0.00224969494915819
displacements,U13,62.775,-0.000998156359393231
displacements,U13,70.425,0.00119563455149502
displacements,U13,78.075,-0.00103381063510585
displacements,U13,85.725,0.00179444240706783
displacements,U13,93.375,0.00598967327887981
displacements,U13,99.75,0.00158278713118852
displacements,U14,10.5,-0.00223136356059343
displacements,U14,16.875,0.00157520253375563
displacements,U14,24.525,-0.0252786831138523
displacements,U14,32.175,-0.135865292548758
displacements,U14,39.825,-0.026520350058343
displacements,U14,47.475,-0.000101013502250387
displacements,U14,55.125,0.00154749124854143
displacements,U14,62.775,0.00195928321386899
displacements,U14,70.425,0.00214716279069768
displacements,U14,78.075,-0.000119236539423227
displacements,U14,85.725,0.00117951325220871
displacements,U14,93.375,0.0020999133188865
displacements,U14,99.75,0.00180336722787132
displacements,U15,10.5,-0.00535988998166361
displacements,U15,16.875,0.0155555409234872
displacements,U15,24.525,0.0915132205367568
displacements,U15,32.175,-0.161506111018502
displacements,U15,39.825,-0.488446367727955
displacements,U15,47.475,-0.0476089898316384
displacements,U15,55.125,0.0271985647607935
displacements,U15,62.775,0.00583933988998164
displacements,U15,70.425,0.00207668438538205
displacements,U15,78.075,-0.00138723953992331
displacements,U15,85.725,-0.00108247707951325
displacements,U15,93.375,-0.00229122020336723
displacements,U15,99.75,-0.000918298049674942
displacements,U16,10.5,-0.00952292715452575
displacements,U16,16.875,0.00666428904817467
displacements,U16,24.525,0.0811385547591265
displacements,U16,32.175,-0.0567607467911315
displacements,U16,39.825,-0.298003347224536
displacements,U16,47.475,-0.053126271045174
displacements,U16,55.125,0.0588312402067009
displacements,U16,62.775,0.00843186531088515
displacements,U16,70.425,-0.00307978405315615
displacements,U16,78.075,-0.00185354225704284
displacements,U16,85.725,0.000372170361726953
displacements,U16,93.375,-0.000166034339056517
displacements,U16,99.75,0.00245425904317384
displacements,U17,10.5,-0.0110357342890482
displacements,U17,16.875,0.00585556092682113
displacements,U17,24.525,0.0747220336722788
displacements,U17,32.175,-0.0853947907984664
displacements,U17,39.825,-0.427845105850975
displacements,U17,47.475,-0.0669462910485082
displacements,U17,55.125,0.0578017136189363
displacements,U17,62.775,0.00799441240206697
displacements,U17,70.425,-0.000416734219269108
displacements,U17,78.075,-0.00174886147691282
displacements,U17,85.725,-0.000852775462577101
displacements,U17,93.375,-0.000437956326054377
displacements,U17,99.75,0.00135068678113019
displacements,U18,10.5,-0.00498242040340055
displacements,U18,16.875,0.011150251708618
displacements,U18,24.525,0.0777491481913651
displacements,U18,32.175,-0.113586614435739
displacements,U18,39.825,-0.612034672445402
displacements,U18,47.475,-0.0893988964827473
displacements,U18,55.125,0.0533656509418233
displacements,U18,62.775,0.00677619936656109
displacements,U18,70.425,-0.00155481395348835
displacements,U18,78.075,-0.000805779296549423
displacements,U18,85.725,0.000332205367561261
displacements,U18,93.375,-0.000360093348891476
displacements,U18,99.75,0.00052822803800633
displacements,U19,10.5,-0.0047225954325721
displacements,U19,16.875,0.0122447441240207
displacements,U19,24.525,0.0721763377229536
displacements,U19,32.175,-0.117489408234706
displacements,U19,39.825,-0.654904244040678
displacements,U19,47.475,-0.0967573512252033
displacements,U19,55.125,0.0498064960826804
displacements,U19,62.775,0.00661057176196032
displacements,U19,70.425,-0.00119110631229235
displacements,U19,78.075,-0.0012544507417903
displacements,U19,85.725,0.00031687947991333
displacements,U19,93.375,-0.000787066177696282
displacements,U19,99.75,0.000323283880646769
displacements,U20,10.5,-0.00603067177862975
displacements,U20,16.875,0.010515492582097
displacements,U20,24.525,0.0641274262377065
displacements,U20,32.175,-0.0921584430738461
displacements,U20,39.825,-0.488573602267042
displacements,U20,47.475,-0.0765661376896149
displacements,U20,55.125,0.0450934689114854
displacements,U20,62.775,0.00614726454409066
displacements,U20,70.425,-0.000798338870431889
displacements,U20,78.075,-0.00124412235372562
displacements,U20,85.725,0.000370845140856811
displacements,U20,93.375,-0.000600113352225368
displacements,U20,99.75,0.000108384730788465
displacements,U21,10.5,-0.000840331721953646
displacements,U21,16.875,0.0256583247207868
displacements,U21,24.525,0.0710294232372063
displacements,U21,32.175,-0.0377447307884647
displacements,U21,39.825,-0.235731385230872
displacements,U21,47.475,-0.0442385047507918
displacements,U21,55.125,0.0543441656942823
displacements,U21,62.775,0.0114611868644774
displacements,U21,70.425,-0.00897108970099665
displacements,U21,78.075,-0.00444078013002167
displacements,U21,85.725,0.0105020220036673
displacements,U21,93.375,-0.00374072178696449
displacements,U21,99.75,0.00101474245707619
displacements,U22,10.5,-0.0103722770461744
displacements,U22,16.875,0.00347240040006666
displacements,U22,24.525,0.0381339456576096
displacements,U22,32.175,-0.0317818936489416
displacements,U22,39.825,-0.160973013835638
displacements,U22,47.475,-0.0271949791631938
displacements,U22,55.125,0.0305382730455075
displacements,U22,62.775,0.00385142357059511
displacements,U22,70.425,0.000229147840531557
displacements,U22,78.075,-0.00176105684280713
displacements,U22,85.725,0.000320625104184056
displacements,U22,93.375,-9.48708118019264e-05
displacements,U22,99.75,0.00023976329388233
displacements,U23,10.5,-0.00694871645274212
displacements,U23,16.875,-0.000314852475412555
displacements,U23,24.525,0.0128260110018336
displacements,U23,32.175,-2.48808134688944e-05
displacements,U23,39.825,-0.0245478046341057
displacements,U23,47.475,-0.00186357226204368
displacements,U23,55.125,0.0110532938823137
displacements,U23,62.775,0.00156519419903317
displacements,U23,70.425,0.00160206478405319
displacements,U23,78.075,-0.00109666944490747
displacements,U23,85.725,-0.000386939489914986
displacements,U23,93.375,0.000396226037672965
displacements,U23,99.75,-0.000774505750958478
displacements,U24,10.5,-0.00353544757459575
displacements,U24,16.875,0.00711154859143188
displacements,U24,24.525,0.0400683047174528
displacements,U24,32.175,-0.0583567777962993
displacements,U24,39.825,-0.473523052175365
displacements,U24,47.475,-0.132608816469412
displacements,U24,55.125,0.0619394182363729
displacements,U24,62.775,0.00845082013668944
displacements,U24,70.425,-0.00306953986710966
displacements,U24,78.075,-0.000242740456742779
displacements,U24,85.725,0.000510245040840123
displacements,U24,93.375,-2.94849141523655e-05
displacements,U24,99.75,0.00100513252208702
displacements,U25,10.5,0.00138925487581263
displacements,U25,16.875,0.000799533255542589
displacements,U25,24.525,0.0011565410901817
displacements,U25,32.175,0.00334287381230206
displacements,U25,39.825,-0.0234950275045841
displacements,U25,47.475,-0.135962112018669
displacements,U25,55.125,-0.029609983330555
displacements,U25,62.775,-0.000190931821970327
displacements,U25,70.425,0.00130183887043189
displacements,U25,78.075,0.000445867644607434
displacements,U25,85.725,-0.000768863143857311
displacements,U25,93.375,0.000125320886814466
displacements,U25,99.75,-0.000671440240040008
displacements,U26,10.5,0.00083221203533923
displacements,U26,16.875,0.00100190365060842
displacements,U26,24.525,-0.00152113685614269
displacements,U26,32.175,0.0101427671278546
displacements,U26,39.825,0.0524124570761795
displacements,U26,47.475,-0.125888503083847
displacements,U26,55.125,-0.660302572095352
displacements,U26,62.775,-0.0944106717786297
displacements,U26,70.425,0.0502756162790696
displacements,U26,78.075,0.00368857809634939
displacements,U26,85.725,-0.00698034505750959
displacements,U26,93.375,-0.000891761960326727
displacements,U26,99.75,-0.000772535422570424
displacements,U27,10.5,0.000114600766794473
displacements,U27,16.875,-0.00274278879813303
displacements,U27,24.525,-0.00214841306884481
displacements,U27,32.175,0.00151761626937824
displacements,U27,39.825,-0.0047780713452242
displacements,U27,47.475,0.00638154525754298
displacements,U27,55.125,0.0524300600100016
displacements,U27,62.775,-0.134709531588597
displacements,U27,70.425,-0.680399933554812
displacements,U27,78.075,-0.096767039506584
displacements,U27,85.725,0.0698761226871144
displacements,U27,93.375,0.00366621436906151
displacements,U27,99.75,-0.018072533755626
displacements,U28,10.5,-0.00375087847974663
displacements,U28,16.875,-0.000183787297882987
displacements,U28,24.525,0.000113670611768633
displacements,U28,32.175,0.00192132688781462
displacements,U28,39.825,-0.00186260710118353
displacements,U28,47.475,0.00207325554259044
displacements,U28,55.125,-0.00263441240206701
displacements,U28,62.775,0.0102017702950492
displacements,U28,70.425,0.0807561328903652
displacements,U28,78.075,-0.14631065344224
displacements,U28,85.725,-0.745179381563586
displacements,U28,93.375,-0.0918739889981666
displacements,U28,99.75,0.124904199033172
displacements,U29,10.5,0.000683633938989832
displacements,U29,16.875,-0.000427594599099846
displacements,U29,24.525,0.000120933488914816
displacements,U29,32.175,-0.000871775295882646
displacements,U29,39.825,-0.00290006501083513
displacements,U29,47.475,0.00141351725287548
displacements,U29,55.125,0.00211362893815635
displacements,U29,62.775,-0.0039137289548258
displacements,U29,70.425,-0.013973818936877
displacements,U29,78.075,0.0131523470578429
displacements,U29,85.725,0.119632780463411
displacements,U29,93.375,-0.156990123353893
displacements,U29,99.75,-0.747831246874478
strains,T0,10.5,-0.167301207067845
strains,T0,16.875,0.0303172828804811
strains,T0,24.525,0.0791873318886477
strains,T0,32.175,0.369804895482581
strains,T0,39.825,2.84810306051008
strains,T0,47.475,1.35572837139523
strains,T0,55.125,0.0399310158359739
strains,T0,62.775,-0.0506590085014171
strains,T0,70.425,-0.0512724232558146
strains,T0,78.075,-0.198945467711285
strains,T0,85.725,-0.301624932088682
strains,T0,93.375,-0.243833480846807
strains,T0,99.75,-0.178537718819803
strains,T1,10.5,-0.144949333422237
strains,T1,16.875,0.112338896482747
strains,T1,24.525,0.155050616436074
strains,T1,32.175,0.0138208311385225
strains,T1,39.825,-0.614387289881647
strains,T1,47.475,0.954046262377061
strains,T1,55.125,4.86039704084012
strains,T1,62.775,-0.197736867744624
strains,T1,70.425,0.0959207375415282
strains,T1,78.075,-0.154301283347224
strains,T1,85.725,-0.125814697782964
strains,T1,93.375,-0.0725191635939322
strains,T1,99.75,-0.0477639017836307
strains,T2,10.5,-0.125892131755293
strains,T2,16.875,0.138497375562592
strains,T2,24.525,0.163320055342558
strains,T2,32.175,0.0322111611935324
strains,T2,39.825,-0.516407379896649
strains,T2,47.475,0.701560500750127
strains,T2,55.125,5.89738775862647
strains,T2,62.775,-0.214228506084347
strains,T2,70.425,0.0202419933554809
strains,T2,78.075,-0.195782688848141
strains,T2,85.725,-0.141684511818637
strains,T2,93.375,-0.057929968528088
strains,T2,99.75,-0.0657499268544757
strains,T3,10.5,-0.115215000100017
strains,T3,16.875,0.236680934155691
strains,T3,24.525,0.233769090181698
strains,T3,32.175,0.104418973162193
strains,T3,39.825,-0.604314060343391
strains,T3,47.475,0.693856058009672
strains,T3,55.125,9.10013332422072
strains,T3,62.775,-0.231394030271712
strains,T3,70.425,-0.0221165838538208
strains,T3,78.075,-0.243082183563928
strains,T3,85.725,-0.169987620336723
strains,T3,93.375,-0.089514056876146
strains,T3,99.75,-0.12019587717953
strains,T4,10.5,-0.109013410235039
strains,T4,16.875,0.281820254042342
strains,T4,24.525,0.274943563927322
strains,T4,32.175,0.118988256709451
strains,T4,39.825,-0.639121329554925
strains,T4,47.475,0.686855890648446
strains,T4,55.125,12.1717528934822
strains,T4,62.775,-0.185555147857977
strains,T4,70.425,-0.0450257600000002
strains,T4,78.075,-0.229371813635606
strains,T4,85.725,-0.165726421003501
strains,T4,93.375,-0.0983334415069178
strains,T4,99.75,-0.104999733155526
strains,T5,10.5,-0.125353295082514
strains,T5,16.875,0.306830026337723
strains,T5,24.525,0.287374554425737
strains,T5,32.175,0.0437238086347724
strains,T5,39.825,-0.632620696782798
strains,T5,47.475,0.51078913485581
strains,T5,55.125,14.6873390198366
strains,T5,62.775,-0.119844360993499
strains,T5,70.425,-0.257168709700997
strains,T5,78.075,-0.265048019403234
strains,T5,85.725,-0.120740074212369
strains,T5,93.375,-0.157823442973829
strains,T5,99.75,-0.269722211768628
strains,T6,10.5,-0.18463343637273
strains,T6,16.875,0.23907832572095
strains,T6,24.525,0.238447798633107
strains,T6,32.175,0.0309498643107173
strains,T6,39.825,-0.416962689981663
strains,T6,47.475,0.207974767127853
strains,T6,55.125,9.95311489514926
strains,T6,62.775,-0.14320831985331
strains,T6,70.425,-0.204497097740863
strains,T6,78.075,-0.3072515903984
strains,T6,85.725,-0.0533448488081331
strains,T6,93.375,-0.0211918593098842
strains,T6,99.75,-0.170513555392564
strains,T7,10.5,-0.225867378563094
strains,T7,16.875,0.442605632272053
strains,T7,24.525,0.524267822637102
strains,T7,32.175,0.173171216536088
strains,T7,39.825,-0.587485992665444
strains,T7,47.475,0.292029096182694
strains,T7,55.125,16.8863897562926
strains,T7,62.775,-0.384531084847475
strains,T7,70.425,-0.766037222591362
strains,T7,78.075,-0.629746377062844
strains,T7,85.725,-0.248822201700282
strains,T7,93.375,-0.117577261543589
strains,T7,99.75,-0.404394446007668
strains,T8,10.5,-0.0784786964494084
strains,T8,16.875,0.259456318719788
strains,T8,24.525,0.350751823303882
strains,T8,32.175,0.137702509751626
strains,T8,39.825,-0.1939060150025
strains,T8,47.475,0.00371141656942848
strains,T8,55.125,7.14526775729294
strains,T8,62.775,-0.0249398379729955
strains,T8,70.425,-0.429075693687708
strains,T8,78.075,-0.311592409801634
strains,T8,85.725,-0.108756985830972
strains,T8,93.375,-0.0484884605434239
strains,T8,99.75,-0.239767985797633
strains,T9,10.5,0.00812409548258044
strains,T9,16.875,0.167952034005668
strains,T9,24.525,0.222731819303216
strains,T9,32.175,0.138798679113185
strains,T9,39.825,0.0246141406234378
strains,T9,47.475,0.00463267124520779
strains,T9,55.125,2.89816518286381
strains,T9,62.775,-0.369718760460076
strains,T9,70.425,-0.534972467109637
strains,T9,78.075,-0.404385900983497
strains,T9,85.725,-0.271723551258542
strains,T9,93.375,-0.227989774295716
strains,T9,99.75,-0.341886547091181
strains,T10,10.5,-0.0067767034505749
strains,T10,16.875,0.129817744290714
strains,T10,24.525,0.178033576262709
strains,T10,32.175,0.0999366754459077
strains,T10,39.825,0.0151072265377567
strains,T10,47.475,-0.174088405000834
strains,T10,55.125,2.80957919986665
strains,T10,62.775,-0.021950827871312
strains,T10,70.425,-0.4452584910299
strains,T10,78.075,-0.209073234405735
strains,T10,85.725,-0.0661945922987167
strains,T10,93.375,0.0187703097182865
strains,T10,99.75,-0.122272495749292
strains,O1,10.5,NaN
strains,O1,16.875,-0.204511250000247
strains,O1,24.525,0.00460316666631155
strains,O1,32.175,0.00136143071474693
strains,O1,39.825,-0.282872374124943
strains,O1,47.475,-0.379668003341785
strains,O1,55.125,-0.436856284427065
strains,O1,62.775,-0.0862718316921723
strains,O1,70.425,0.247079833332151
strains,O1,78.075,0.569778401474416
strains,O1,85.725,0.904115019170024
strains,O1,93.375,0.887684030672103
strains,O1,99.75,1.00555224999968
strains,O2,10.5,NaN
strains,O2,16.875,-0.0287489166661895
strains,O2,24.525,0.0906898333335043
strains,O2,32.175,0.0310160913793156
strains,O2,39.825,-0.182685811936811
strains,O2,47.475,-0.162811779448033
strains,O2,55.125,-0.207404940744019
strains,O2,62.775,-0.137476206377656
strains,O2,70.425,0.0612574166669183
strains,O2,78.075,0.00809793900855699
strains,O2,85.725,0.230954742456643
strains,O2,93.375,0.172087347891113
strains,O2,99.75,0.238044999999555
strains,O3,10.5,NaN
strains,O3,16.875,0.0334855000004436
strains,O3,24.525,-0.239733333333242
strains,O3,32.175,0.0263595964655056
strains,O3,39.825,-0.124075025007858
strains,O3,47.475,-0.252548955722451
strains,O3,55.125,-0.370517609747614
strains,O3,62.775,-0.0494838036395467
strains,O3,70.425,0.345609833332747
strains,O3,78.075,0.594056048927705
strains,O3,85.725,1.04245574262338
strains,O3,93.375,0.993341556925667
strains,O3,99.75,1.13032691666622
strains,O4,10.5,NaN
strains,O4,16.875,-0.168287833333031
strains,O4,24.525,-0.216984083332761
strains,O4,32.175,-0.0183424212105848
strains,O4,39.825,0.0324969989994733
strains,O4,47.475,-0.269396658311827
strains,O4,55.125,-0.42434309797966
strains,O4,62.775,-0.0201311571212393
strains,O4,70.425,0.216056500000533
strains,O4,78.075,0.241283763404737
strains,O4,85.725,0.564400566760909
strains,O4,93.375,0.523558343057048
strains,O4,99.75,0.570412583333277
strains,O5,10.5,NaN
strains,O5,16.875,0.06090374999973
strains,O5,24.525,0.147852916666649
strains,O5,32.175,0.0105185092543342
strains,O5,39.825,-0.348191730576833
strains,O5,47.475,-0.00632614870504922
strains,O5,55.125,0.254370889667815
strains,O5,62.775,0.0992318417098459
strains,O5,70.425,0.0795827500001955
strains,O5,78.075,-0.316096095844806
strains,O5,85.725,-0.294623687281587
strains,O5,93.375,-0.252722620436546
strains,O5,99.75,-0.288059416666611
strains,O6,10.5,NaN
strains,O6,16.875,0.172906500000021
strains,O6,24.525,0.197781583333351
strains,O6,32.175,0.0259422211105554
strains,O6,39.825,-0.396233494498289
strains,O6,47.475,-0.122108521303286
strains,O6,55.125,0.0795122684026147
strains,O6,62.775,-0.0654903990649804
strains,O6,70.425,-0.0577303333333425
strains,O6,78.075,-0.379598106568529
strains,O6,85.725,-0.229391731955416
strains,O6,93.375,-0.0318890648441494
strains,O6,99.75,-0.0476862500000414
strains,O7,10.5,NaN
strains,O7,16.875,0.1853766666663
strains,O7,24.525,0.437978583332846
strains,O7,32.175,-0.323708687676644
strains,O7,39.825,-2.53406285428489
strains,O7,47.475,-0.243805430241745
strains,O7,55.125,0.236212986145609
strains,O7,62.775,0.14936491901784
strains,O7,70.425,0.132445249999703
strains,O7,78.075,-0.178816270106755
strains,O7,85.725,-0.199663027170914
strains,O7,93.375,-0.16521261876945
strains,O7,99.75,-0.188084249999623
strains,O8,10.5,NaN
strains,O8,16.875,-0.0161422499997121
strains,O8,24.525,-0.0234611666662388
strains,O8,32.175,0.98098582624663
strains,O8,39.825,5.40142639213097
strains,O8,47.475,0.791205263157874
strains,O8,55.125,0.0667818394261971
strains,O8,62.775,0.00400926698967269
strains,O8,70.425,-0.0681566666664163
strains,O8,78.075,-0.329325485924944
strains,O8,85.725,-0.346366561093582
strains,O8,93.375,-0.348420486747658
strains,O8,99.75,-0.369098416666713
strains,O9,10.5,NaN
strains,O9,16.875,0.142271749999777
strains,O9,24.525,-0.483795749999988
strains,O9,32.175,0.346231615808032
strains,O9,39.825,12.0469954984997
strains,O9,47.475,0.137180701754287
strains,O9,55.125,-0.426348689701282
strains,O9,62.775,0.12552663215868
strains,O9,70.425,0.16680158333323
strains,O9,78.075,-0.225406166220042
strains,O9,85.725,-0.17566761126904
strains,O9,93.375,-0.144866644441084
strains,O9,99.75,-0.153601333333767
strains,O10,10.5,NaN
strains,O10,16.875,0.0307976666660825
strains,O10,24.525,-0.0561723333335484
strains,O10,32.175,1.37966208104066
strains,O10,39.825,9.75738871290434
strains,O10,47.475,1.16324076858805
strains,O10,55.125,-0.0273790686034225
strains,O10,62.775,-0.0398417098024378
strains,O10,70.425,-0.0675350833343191
strains,O10,78.075,-0.332182975871495
strains,O10,85.725,-0.262308134689387
strains,O10,93.375,-0.149774879147177
strains,O10,99.75,-0.183339750000899
strains,O11,10.5,NaN
strains,O11,16.875,0.200465749999733
strains,O11,24.525,0.0820807499999944
strains,O11,32.175,0.200394530598422
strains,O11,39.825,-0.315840780259959
strains,O11,47.475,0.0973334168754801
strains,O11,55.125,0.309168168919974
strains,O11,62.775,-0.149568542327609
strains,O11,70.425,-0.999715250000002
strains,O11,78.075,-0.286243800268066
strains,O11,85.725,11.2457790465078
strains,O11,93.375,-0.656641023503809
strains,O11,99.75,-1.82319291666655
strains,O12,10.5,NaN
strains,O12,16.875,0.570138666666664
strains,O12,24.525,0.484794416666662
strains,O12,32.175,0.221535767883926
strains,O12,39.825,-0.408140213404499
strains,O12,47.475,-0.301812865497112
strains,O12,55.125,-0.173165414788882
strains,O12,62.775,-0.398625730505941
strains,O12,70.425,-0.0907351666666958
strains,O12,78.075,-0.668234500670253
strains,O12,85.725,-1.97852783797303
strains,O12,93.375,0.358035255875974
strains,O12,99.75,11.0018570833333
